"Incident ID","Incident Date",State,"City Or County",Address,"Victims Killed","Victims Injured","Suspects Killed","Suspects Injured","Suspects Arrested",Operations
2786529,"December 24, 2023",Louisiana,Plaquemine,"LA-1 and LA-77",2,0,0,0,2,N/A
2786332,"December 24, 2023",Mississippi,Newton,"103 Violet St",1,0,0,0,1,N/A
2786444,"December 24, 2023",Colorado,"Colorado Springs","750 Citadel Dr E",1,3,0,0,1,N/A
2786424,"December 24, 2023",Massachusetts,Lawrence,"459 Broadway",1,0,0,0,1,N/A
2787693,"December 24, 2023",Texas,Houston,"8627 Glenvista St",1,4,0,0,1,N/A
2786535,"December 24, 2023",Michigan,Flint,"1400 block of E Hamilton Ave",2,0,0,0,1,N/A
2847873,"December 24, 2023",Mississippi,Indianola,N/A,0,1,0,0,3,N/A
2786594,"December 24, 2023",Georgia,Brunswick,"114 Fairman Ave",1,0,0,0,1,N/A
2786408,"December 24, 2023",Virginia,Petersburg,"1700 block of Oakland St",0,1,0,0,1,N/A
2786459,"December 24, 2023",Tennessee,Antioch,"4060 Cane Ridge Pkwy",0,1,0,0,1,N/A
2786079,"December 24, 2023",Louisiana,Metairie,"4400 block of Wabash St",1,0,0,0,1,N/A
2787153,"December 24, 2023",Iowa,Bonaparte,"23894 Hawk Dr",0,1,0,0,1,N/A
2787508,"December 23, 2023",Pennsylvania,"Clifton Heights","100 block of W Broadway Ave",0,1,0,0,1,N/A
2787423,"December 23, 2023",Ohio,Bedford,"Natalie Rd",1,0,0,0,1,N/A
2785715,"December 23, 2023",Kentucky,Gray,"Lynn Camp School Hollow Rd",0,2,0,0,1,N/A
2786043,"December 23, 2023",Ohio,Cincinnati,"1700 block of Republic St",1,0,0,0,1,N/A
2785827,"December 23, 2023",Tennessee,Knoxville,"427 E Oldham Ave",1,0,0,0,1,N/A
2785890,"December 23, 2023",Louisiana,Shreveport,"1500 block of Oakdale St",1,0,0,0,1,N/A
2786959,"December 23, 2023",Illinois,Belleville,"718 Scheel St",0,1,0,0,1,N/A
2785732,"December 23, 2023",Kentucky,Lawrenceburg,"203 W Park",0,0,0,1,1,N/A
2785478,"December 23, 2023","New York",Buffalo,"500 block of Stockbridge Ave",0,1,0,0,1,N/A
2890287,"December 23, 2023",Virginia,Emporia,"400 block of Park Ave",0,1,0,0,1,N/A
2785741,"December 23, 2023",Colorado,Thornton,"16011 Grant St",1,0,0,0,1,N/A
2787414,"December 23, 2023",Oklahoma,"Sand Springs","1200 block of Cedar Pl",0,1,0,0,1,N/A
2785805,"December 23, 2023",Massachusetts,"Fall River","326 Bank St",1,1,0,0,2,N/A
2786396,"December 23, 2023",Washington,Seattle,"5th Ave S and S Jackson St",0,1,0,0,1,N/A
2785945,"December 23, 2023",Alabama,Birmingham,"1400 block of Lake Ln NE",1,0,0,0,3,N/A
2785931,"December 23, 2023",Connecticut,Hartford,"115 Franklin Ave",1,0,0,0,1,N/A
2786355,"December 23, 2023",Louisiana,"Baton Rouge","11000 block of Scenic Hwy",1,0,0,0,1,N/A
2793860,"December 23, 2023",Florida,Miami,"1600 block of NW 15th St Rd",0,2,0,0,1,N/A
2786582,"December 23, 2023",Georgia,Macon,"1300 block of Fort Hill St",1,0,0,0,1,N/A
2785706,"December 23, 2023",Texas,"Fort Worth","2120 E Loop 820",0,1,0,0,1,N/A
2785579,"December 23, 2023","South Carolina",Georgetown,"234 Handy Hill Dr",1,0,0,0,1,N/A
2803507,"December 23, 2023",Florida,"Saint Petersburg","1700 block of Preston St S",0,1,0,0,1,N/A
2785624,"December 23, 2023",Florida,Ocala,"3100 SW College Rd",1,2,0,0,1,N/A
2785965,"December 23, 2023",Alabama,Greenville,"N Conecuh St and Flowers St",1,1,0,0,1,N/A
2786504,"December 23, 2023","North Carolina",Burlington,"Glenwood Ave and S Church St",0,1,0,0,1,N/A
2787921,"December 23, 2023",Oklahoma,"Oklahoma City","1100 block of SW 26th St",0,0,0,1,2,N/A
2786201,"December 23, 2023",Texas,Temple,"3900 block of Shallowford W Rd",1,0,0,0,2,N/A
2785923,"December 23, 2023",Louisiana,"Baton Rouge","3131 Riley St",1,1,0,0,1,N/A
2786599,"December 23, 2023",Wisconsin,"Madison (Fitchburg)","6209 McKee Rd",0,1,0,0,1,N/A
2786106,"December 23, 2023","South Carolina",Allendale,"Hay St and Razor Rd",1,0,0,0,1,N/A
2785672,"December 23, 2023",Washington,Kent,"24800 block of Pacific Hwy S",0,0,0,1,1,N/A
2822194,"December 23, 2023",Florida,"Port Saint Lucie","SE Soneto Ct",1,0,0,0,1,N/A
2785788,"December 23, 2023",Michigan,"Grand Rapids","100 block of Southbrook Dr SE",0,1,0,0,1,N/A
2811328,"December 23, 2023","New Mexico","Las Cruces","2240 E Lohman Ave",1,0,0,0,1,N/A
2787455,"December 23, 2023",Pennsylvania,Monongahela,"225 W Main St",0,0,0,1,1,N/A
2785595,"December 23, 2023",Georgia,Ellenwood,"4400 block of Parmalee Path",1,0,0,0,1,N/A
2786387,"December 23, 2023",Missouri,"Saint Louis","10486 W Florissant Ave",0,2,0,0,1,N/A
2788851,"December 23, 2023",Mississippi,Magee,"Paul Kennedy Dr",1,0,0,0,1,N/A
2785950,"December 23, 2023",Alabama,"Birmingham (Forestdale)","700 block of Mohave Dr",1,0,0,0,1,N/A
2790428,"December 23, 2023",Mississippi,Glendora,"24 Gipson Ave",1,0,0,0,1,N/A
2786426,"December 23, 2023",Massachusetts,Stoughton,"Greenwood Ave and Central St",0,1,0,0,1,N/A
2786896,"December 23, 2023",Texas,Friendswood,"La Salle St",1,1,0,0,1,N/A
2785977,"December 23, 2023",Florida,Jacksonville,"4000 block of N Main St",1,0,0,0,1,N/A
2786405,"December 23, 2023",Virginia,Henrico,"4400 block of Bramblewood Ln",0,1,0,0,1,N/A
2786145,"December 22, 2023",Pennsylvania,Philadelphia,"4200 block of Torresdale Ave",0,1,0,0,1,N/A
2883079,"December 22, 2023",Illinois,Mahomet,N/A,0,1,0,0,1,N/A
2785576,"December 22, 2023",Georgia,Valdosta,N/A,1,0,0,0,1,N/A
2785022,"December 22, 2023",Tennessee,Nashville,"Dennis Dr",1,0,0,0,1,N/A
2785746,"December 22, 2023",Colorado,Westminster,"8900 block of Harlan St",1,1,0,0,1,N/A
2785723,"December 22, 2023",Colorado,"Colorado Springs","1900 block of S Chelton Rd",0,1,0,0,1,N/A
2787394,"December 22, 2023",Oklahoma,Norman,"12th Ave SE and Oak Tree Ave",0,2,0,0,1,N/A
2786134,"December 22, 2023",Pennsylvania,Allentown,"1300 block of Hanover Ave",0,1,0,0,1,N/A
2785793,"December 22, 2023",Massachusetts,Taunton,"Newcomb Pl",0,1,0,0,1,N/A
2785251,"December 22, 2023",Virginia,Richmond,"7101 Jahnke Rd",0,1,0,0,1,N/A
2784980,"December 22, 2023","North Carolina",Charlotte,"Lincoln Heights Ct",0,1,0,0,1,N/A
2785492,"December 22, 2023","North Carolina",Asheville,"353 New Leicester Hwy",1,0,1,0,2,N/A
2785637,"December 22, 2023",Missouri,"Saint Louis","3900 block of Washington Ave",0,1,0,0,1,N/A
2784986,"December 22, 2023","New York","Corona (Queens)","117-29 143rd St",1,3,0,0,1,N/A
2785506,"December 22, 2023",Florida,Ocala,"1900 block of SW 1st St",1,0,0,0,1,N/A
2784915,"December 22, 2023",Georgia,Columbus,"1721 Rollins Way",0,2,0,0,1,N/A
2785815,"December 22, 2023",Tennessee,Memphis,"3200 block of Brompton Cir",0,1,0,0,1,N/A
2785343,"December 22, 2023",California,"Santa Maria","1300 block of Dolcetto Ln",1,0,0,0,1,N/A
2785916,"December 22, 2023",Louisiana,Opelousas,"146 Garnet Dr",0,2,0,0,1,N/A
2810135,"December 22, 2023","New Mexico",Pinehill,"50A BIA Route 176",2,1,0,1,1,N/A
2785514,"December 22, 2023","North Carolina",Goldsboro,"1615 S John St",1,0,0,0,1,N/A
2787618,"December 22, 2023",Mississippi,Cleveland,"312 E Carpenter St",0,1,0,0,2,N/A
2785799,"December 22, 2023",Maine,Ellsworth,"430 Water St",0,0,0,1,1,N/A
2785681,"December 22, 2023",Kansas,Topeka,"SW 6th Ave and SW Fillmore St",1,0,0,0,1,N/A
2785170,"December 22, 2023",California,Antioch,"601 Sunset Dr",1,0,0,0,1,N/A
2785504,"December 22, 2023",Florida,Ocala,"2000 block of SW 4th St",0,1,0,0,1,N/A
2785292,"December 22, 2023",Virginia,Waynesboro,"395 Hermitage Rd",0,2,0,0,2,N/A
2785081,"December 22, 2023",Maryland,"Upper Marlboro","12650 Brooke Ln",0,0,0,0,1,N/A
2785049,"December 22, 2023",Illinois,Wheaton,"0N 131 N Gary Ave",1,0,0,0,1,N/A
2784306,"December 21, 2023",Maryland,"Upper Marlboro (Springdale)","10001 Ardwick Ardmore Rd",0,0,0,0,1,N/A
2784279,"December 21, 2023",Indiana,Greenwood,"5329 Mt Pleasant N St",0,0,0,0,3,N/A
2785210,"December 21, 2023",Maryland,Pasadena,"7800 block of Levy Ct",0,1,0,0,1,N/A
2785365,"December 21, 2023",Arizona,Tucson,"9000 block of N Kanawha St",0,2,0,1,1,N/A
2788619,"December 21, 2023",Texas,"San Antonio","5900 block of Danny Kaye Dr",2,0,0,0,1,N/A
2784319,"December 21, 2023",Kentucky,Lexington,"1465 Village Dr",0,1,0,0,1,N/A
2784214,"December 21, 2023",Louisiana,Lafayette,"NW Evangeline Thruway and Jefferson Blvd",0,2,0,0,1,N/A
3028486,"December 21, 2023",Wisconsin,"Milwaukee (Brown Deer)","W Wahner Ave and N 56th St",0,1,0,0,1,N/A
2784930,"December 21, 2023",Michigan,Lansing,"1401 Ravenswood Dr",1,1,0,0,1,N/A
2785684,"December 21, 2023",Kansas,Wichita,"7750 E 32nd St N",1,0,0,0,1,N/A
2784560,"December 21, 2023",Florida,Orlando,"6401 S Chickasaw Trail",1,0,0,0,1,N/A
2784908,"December 21, 2023",Georgia,Statesboro,"1699 Statesboro Pl Cir",0,0,0,1,2,N/A
2784850,"December 21, 2023",California,"Long Beach","200 block of Eagle St",1,1,0,0,1,N/A
2848216,"December 21, 2023",California,Arvin,"1540 Bear Mountain Blvd",0,1,0,0,1,N/A
2784013,"December 21, 2023",Wisconsin,Milwaukee,"200 block of N 37th St",2,0,0,0,1,N/A
2784598,"December 21, 2023",Florida,"Palm City","3900 block of SW Greenwood Way",0,2,0,0,1,N/A
2787899,"December 21, 2023","South Carolina",Coward,"Henneghan Rd",0,1,0,0,1,N/A
2787753,"December 21, 2023",Texas,Houston,"6410 Westheimer Rd",1,0,0,0,1,N/A
2785340,"December 21, 2023",Nevada,"Las Vegas","1200 block of Tree Line Dr",1,0,0,0,1,N/A
2783898,"December 21, 2023",Michigan,"Harper Woods","18900 block of Woodcrest St",0,1,0,0,1,N/A
2784658,"December 21, 2023",Minnesota,"Minneapolis (Fridley)","4500 block of 3rd St NE",1,0,0,0,1,N/A
2783968,"December 21, 2023","South Carolina",Charleston,"780 Playground Rd",1,1,0,0,4,N/A
2784654,"December 21, 2023",Louisiana,Pineville,"1701 Military Hwy",0,1,0,0,2,N/A
2784083,"December 21, 2023",Texas,Houston,"Doris Oaks Cir",1,0,0,0,1,N/A
2785991,"December 21, 2023",California,Victorville,"16000 block of Wimbleton Dr",1,0,0,0,1,N/A
2784304,"December 21, 2023",Tennessee,Memphis,"1127 Springdale St",0,1,0,0,1,N/A
2784424,"December 21, 2023",Pennsylvania,"New Kensington (Lower Burrell)","3210 Leechburg Rd",1,0,0,0,1,N/A
2785246,"December 21, 2023",Maryland,Baltimore,"2000 Edgewood St",0,0,0,0,1,N/A
2785244,"December 21, 2023",Maryland,Baltimore,"2301 Gwynns Falls Pkwy",0,0,0,0,1,N/A
2785242,"December 20, 2023",Maryland,Baltimore,"1400 Orleans St",0,0,0,0,1,N/A
2783454,"December 20, 2023",Kentucky,Louisville,"S 8th St and W Liberty St",0,1,0,0,1,N/A
2783731,"December 20, 2023",Wisconsin,"Madison (Monona)","6325 Monona Dr",0,1,0,0,1,N/A
2783481,"December 20, 2023",Florida,Riverview,"10000 block of Sweet Sapling St",0,3,0,0,1,N/A
2783076,"December 20, 2023",Indiana,Greenfield,"1500 block of N Melody Ln",0,0,0,1,1,N/A
2782779,"December 20, 2023","New York",Bronx,"3836 Carpenter Ave",1,0,0,0,1,N/A
2783218,"December 20, 2023","District of Columbia",Washington,"2900 block of Knox Pl SE",1,0,0,0,2,N/A
2783211,"December 20, 2023",Ohio,Toledo,"Amsterdam Rd and Heathshire Dr",1,0,0,0,2,N/A
2784122,"December 20, 2023",Georgia,Lagrange,"100 block of Garfield St",0,0,1,0,1,N/A
2783597,"December 20, 2023",Mississippi,Lexington,"MS-17 and Balance Due Rd 1",1,1,0,0,3,N/A
2784154,"December 20, 2023","New Mexico",Albuquerque,"11000 block of San Bernardino Dr NW",1,0,0,0,1,N/A
2782557,"December 20, 2023",Florida,"Hollywood (Miramar)","7500 block of Plantation Blvd",1,0,0,0,1,N/A
2784132,"December 20, 2023","New York",Rochester,"Lake Ave",0,0,0,1,1,N/A
2784055,"December 20, 2023","North Carolina",Fayetteville,"3400 block of Rose Hill Rd",1,1,0,0,1,N/A
2783971,"December 20, 2023",California,"Santa Rosa","800 block of Yulupa Ave",1,0,0,0,1,N/A
2784540,"December 20, 2023",Texas,Dallas,"8400 block of Midpark Rd",1,0,0,0,1,N/A
2782807,"December 20, 2023","North Carolina",Asheboro,"201 Saunders Dr",0,2,0,0,1,N/A
2783697,"December 20, 2023",Louisiana,"Baton Rouge","2600 block of Convention St",1,0,0,0,1,N/A
2785555,"December 20, 2023","North Carolina",Wilson,"1600 block of Kent Dr",0,3,0,1,2,N/A
2782698,"December 20, 2023",Texas,"San Antonio","TX-151 Access Rd and S Callaghan Rd",1,0,0,0,1,N/A
2782973,"December 20, 2023",Arkansas,Conway,"515 US-64",1,0,0,0,1,N/A
2782562,"December 20, 2023",Florida,Deltona,"3230 Whitehorse Ct",0,1,0,0,1,N/A
2795339,"December 20, 2023","South Carolina",Johnsonville,"N Hampton Ave and E Broadway St",0,1,0,0,2,N/A
2782712,"December 20, 2023","South Carolina",Summerville,"1147 College Park Rd",2,0,0,0,1,N/A
2783307,"December 20, 2023",Texas,Dallas,"2200 block of McKinney Ave",1,0,0,0,1,N/A
2782985,"December 20, 2023","New Mexico",Roswell,"E Eyman St and I St",1,0,0,0,1,N/A
2784331,"December 20, 2023",Virginia,Norfolk,"826 Lindenwood Ave",1,1,0,0,1,N/A
2783904,"December 20, 2023",Michigan,Livonia,"20000 block of Melvin St",1,0,0,0,1,N/A
2782817,"December 20, 2023",Illinois,Chicago,"712 E 87th St",1,0,0,0,1,N/A
2783766,"December 20, 2023",Alabama,Birmingham,"4200 block of 29th Pl N",0,0,0,1,1,N/A
2783728,"December 20, 2023",Arkansas,"North Little Rock","4109 E Broadway St",1,0,0,0,1,N/A
2784309,"December 20, 2023",Mississippi,Columbus,"1500 block of 21st St N",1,0,0,0,1,N/A
2795864,"December 20, 2023",Texas,Humble,"14200 block of Lee Rd",1,0,0,0,1,N/A
2783656,"December 20, 2023",Arkansas,"Little Rock","3424 W 14th St",2,0,0,0,1,N/A
2786889,"December 20, 2023",California,Bakersfield,"5800 block of Camp St",0,1,0,0,2,N/A
2783667,"December 20, 2023",Illinois,Joliet,"6400 block of Langsford Ln",1,0,0,0,1,N/A
2783820,"December 20, 2023",Alabama,Satsuma,"5519 3rd St",1,0,0,0,1,N/A
2784045,"December 20, 2023",Arkansas,"Hot Springs National Park (Hot Springs)","160 Bill House Trail",0,1,0,0,1,N/A
2784500,"December 20, 2023",Alaska,Houston,"Birch Harbor Rd",0,0,0,1,1,N/A
2783628,"December 20, 2023",Vermont,Tunbridge,"Button Hill Rd",0,0,0,1,1,N/A
2784354,"December 20, 2023",Ohio,"East Liverpool","1600 block of Shadyside Ave",1,0,0,0,1,N/A
2782088,"December 19, 2023",Texas,Dallas,"3900 block of Happy Canyon Dr",0,2,0,0,1,N/A
2788377,"December 19, 2023",Iowa,"Sioux City","3200 S Cypress St",0,0,0,0,1,N/A
2782470,"December 19, 2023",Louisiana,Shreveport,"4305 Illinois Ave",0,1,0,0,2,N/A
2782405,"December 19, 2023",Maryland,Baltimore,"2300 block of E Northern Pkwy",0,1,0,0,1,N/A
2781983,"December 19, 2023",Texas,Katy,"5831 Brenwood Trails Ln",1,0,0,0,1,N/A
2782119,"December 19, 2023",Tennessee,Nashville,"1808 15th Ave N",1,0,0,0,1,N/A
2781880,"December 19, 2023",Arizona,Phoenix,"N 31st Ave and W Washington St",1,0,0,0,1,N/A
2786702,"December 19, 2023","New York",Syracuse,"100 block of Cheney St",1,0,0,0,1,N/A
2785039,"December 19, 2023",Texas,Waco,"N 20th St and Reuter Ave",0,1,0,0,1,N/A
2782884,"December 19, 2023",Michigan,Hancock,"53403 Salo Rd",1,0,0,0,2,N/A
2783100,"December 19, 2023",Louisiana,Bogalusa,"1015 Union Ave",0,1,0,0,1,N/A
2782429,"December 19, 2023",Minnesota,Minneapolis,"915 N Newton Ave",1,0,0,0,2,N/A
2782494,"December 19, 2023",Mississippi,Jackson,"962 Raymond Rd",1,0,0,0,1,N/A
2782815,"December 19, 2023","New York",Schenectady,"Lincoln Ave and Steuben St",1,0,0,0,2,N/A
2788152,"December 19, 2023",Kansas,Galena,N/A,0,1,0,0,1,N/A
2782092,"December 19, 2023",Pennsylvania,Allentown,"815 N Irving St",0,0,0,0,1,N/A
2782943,"December 19, 2023",Texas,"Big Spring","400 S Gregg St",1,1,0,0,1,N/A
2781712,"December 19, 2023",California,"Monterey Park","I-10 and I-710",0,2,0,0,1,N/A
2782910,"December 19, 2023","North Carolina",Raleigh,"6831 Old Wake Forest Rd",0,1,0,0,1,N/A
2803492,"December 19, 2023",Florida,"Winter Park","2500 block of Zelina Point",1,0,0,0,1,N/A
2788653,"December 19, 2023","South Carolina","Rock Hill","126 N Anderson Rd",0,1,0,0,1,N/A
2787896,"December 19, 2023",Texas,Austin,"2005 Willow Creek Dr",1,0,0,0,1,N/A
2782130,"December 19, 2023","North Carolina",Raleigh,"3800 block of Western Blvd",0,2,0,0,1,N/A
2782715,"December 19, 2023","North Carolina",Laurinburg,"17160 Old Lumberton Rd",1,0,0,0,1,N/A
2783355,"December 19, 2023",Georgia,Vidalia,N/A,1,0,0,0,1,N/A
2781950,"December 19, 2023","South Carolina","North Charleston","1994 Joppa Ave",1,1,0,0,1,N/A
2782342,"December 19, 2023",Texas,"San Antonio","1700 block of Laven Dr",1,0,0,0,1,N/A
2785309,"December 19, 2023",California,Fremont,"3100 block of Medina Common",1,0,0,0,2,N/A
2781783,"December 19, 2023","New Mexico",Albuquerque,"311 Central Ave NW",1,0,0,0,1,N/A
2801920,"December 19, 2023",Oregon,Mcminnville,"2375 NE OR-99W",0,0,0,0,1,N/A
2782581,"December 19, 2023",Texas,Houston,"13300 block of Chaston Dr",0,1,0,0,1,N/A
2784517,"December 19, 2023",Florida,"Fort Myers","3057 Cleveland Ave",0,0,0,0,1,N/A
2824895,"December 19, 2023",Colorado,"Colorado Springs","5300 block of Palomino Ranch Point",2,0,0,0,1,N/A
2783496,"December 19, 2023",Tennessee,Knoxville,"381 McConnell St",0,1,0,0,1,N/A
2783647,"December 19, 2023",Mississippi,Bassfield,"57 Barnes Ave",1,0,0,0,1,N/A
2781806,"December 18, 2023",Missouri,"Cape Girardeau","1900 block of Rock Creek Ln",0,1,0,0,1,N/A
2781164,"December 18, 2023",Louisiana,Opelousas,"404 S Academy St",1,0,0,0,1,N/A
2782152,"December 18, 2023",Georgia,Atlanta,"199 Peters St SW",1,0,0,0,1,N/A
2781576,"December 18, 2023",Illinois,Peoria,"4003 SW Adams St",0,1,0,0,1,N/A
2782109,"December 18, 2023",Washington,"Yakima (Union Gap)","2529 Main St",0,1,0,0,1,N/A
2782274,"December 18, 2023",Iowa,"Des Moines","2600 SW 9th St",0,0,0,0,1,N/A
2782521,"December 18, 2023",Louisiana,"Baton Rouge","1500 block of Tamari Dr",1,0,0,0,1,N/A
2783694,"December 18, 2023",Indiana,Hammond,"5825 S Blaine Ave",0,0,0,0,1,N/A
2781250,"December 18, 2023",Missouri,Kennett,"510 College Ave",0,0,0,0,1,N/A
2782157,"December 18, 2023",Texas,Dallas,"1800 block of Adelaide Dr",1,0,0,0,1,N/A
2782217,"December 18, 2023",Georgia,Columbus,"500 block of Dirk Way",1,0,0,0,1,N/A
2781595,"December 18, 2023",Texas,Houston,"4405 Emancipation Ave",1,0,0,0,1,N/A
2782366,"December 18, 2023",Florida,"Fort Lauderdale (Lauderdale Lakes)","4140 NW 30th Terrace",1,0,0,0,1,N/A
2781641,"December 18, 2023",Texas,Cibolo,"100 block of Spring Fawn",0,1,0,0,1,N/A
2781986,"December 18, 2023",Georgia,Swainsboro,"N Racetrack St",1,1,0,0,1,N/A
2782438,"December 18, 2023",Florida,Tallahassee,"1600 block of Keith St",1,0,0,0,1,N/A
2782441,"December 18, 2023",Florida,Perry,"12th St",1,0,0,0,1,N/A
2781722,"December 18, 2023",Delaware,"New Castle","100 block of Highland Blvd",0,1,0,0,1,N/A
2782348,"December 18, 2023",Oklahoma,Comanche,"E 1840 Rd",0,1,0,0,1,N/A
2781094,"December 18, 2023",Florida,Miami,"1115 NW 22nd Ave",0,1,0,0,1,N/A
2782436,"December 18, 2023",Florida,Tallahassee,"2749 W Tharpe St",1,0,0,0,1,N/A
2793389,"December 18, 2023",Colorado,"Fort Lupton","11000 block of County Rd 20",0,1,0,0,1,N/A
2809995,"December 18, 2023",Florida,Gainesville,"NE 10th St",0,1,0,0,1,N/A
2781363,"December 18, 2023",Ohio,Toledo,"Mulberry St and Bronson Ave",1,2,0,0,2,N/A
2782475,"December 18, 2023",Tennessee,Nashville,"700 block of 40th Ave N",0,1,0,0,1,N/A
2789115,"December 18, 2023","New Jersey","Jersey City","Ocean Ave",1,0,0,0,1,N/A
2787479,"December 18, 2023",Tennessee,Memphis,"Valley Blvd and Shawnee Ave",0,2,0,0,1,N/A
2781777,"December 18, 2023","District of Columbia",Washington,"5400 block of Illinois Ave NW",1,0,0,0,1,N/A
2781628,"December 18, 2023",Wisconsin,"Green Bay","2710 Lineville Rd",0,0,0,0,1,N/A
2788888,"December 18, 2023",Washington,Tacoma,"3114 S Madison St",1,0,0,0,2,N/A
2860179,"December 17, 2023","South Carolina",Wallace,"Delta Height Rd",0,1,0,0,1,N/A
2783340,"December 17, 2023",Pennsylvania,Mercersburg,"14000 block of Ditto Rd",1,0,0,0,1,N/A
2781076,"December 17, 2023",Virginia,"Newport News","1100 block of 28th St",1,0,0,0,1,N/A
2780560,"December 17, 2023",Mississippi,Jackson,"1850 Chadwick Dr",1,0,0,0,1,N/A
2780871,"December 17, 2023",Kansas,Lenexa,"14700 W 112th St",0,1,0,0,1,N/A
2781247,"December 17, 2023","New York",Brooklyn,"2913 Surf Ave",0,1,0,0,1,N/A
2781518,"December 17, 2023",Indiana,Mishawaka,"6501 Grape Rd",0,1,0,0,1,N/A
2781680,"December 17, 2023",Connecticut,Waterbury,"2 Kenyon St",1,0,0,0,3,N/A
2780874,"December 17, 2023",Maryland,Baltimore,"6001 Park Heights Ave",1,0,0,0,1,N/A
2781037,"December 17, 2023",California,Stockton,"E Clay St and S Grant St",1,1,0,0,2,N/A
2782221,"December 17, 2023",Iowa,Clinton,"92 Main Ave",0,3,0,0,1,N/A
2780803,"December 17, 2023",Kentucky,Frankfort,"100 block of Myrtle Ave",1,0,0,0,1,N/A
2782200,"December 17, 2023",Washington,"East Wenatchee","2500 block of Eastmont Ave",0,0,0,1,1,N/A
2781426,"December 17, 2023",Nebraska,Superior,"Bloom St and E 12th St",1,0,0,0,1,N/A
2782144,"December 17, 2023",Missouri,Florissant,N/A,0,1,0,0,1,N/A
2781957,"December 17, 2023",California,"San Jose","Snow Dr and Giusti Dr",1,1,0,0,2,N/A
2782099,"December 17, 2023",Texas,Dallas,"2200 block of Harlandale Ave",1,0,0,0,1,N/A
2781091,"December 17, 2023",Florida,Jacksonville,"1900 block of 11th St",1,0,0,0,1,N/A
2781854,"December 17, 2023",California,"Desert Hot Springs","66700 block of Park Ln",1,0,0,0,1,N/A
2781057,"December 17, 2023",California,"Santa Maria","500 block of W Cook St",0,1,1,0,1,N/A
2780785,"December 17, 2023",Texas,Houston,"2400 block of Brewster St",0,0,0,1,1,N/A
2781525,"December 17, 2023",Indiana,Middlebury,"52000 block of Oak Hills Dr",0,2,0,0,1,N/A
2781498,"December 17, 2023",Texas,Forney,"120 Mandarin St",1,0,1,0,1,N/A
2780747,"December 17, 2023",Michigan,Newaygo,"13100 block of S Spruce Ave",0,1,0,0,1,N/A
2780660,"December 17, 2023","South Carolina",Ridgeland,"51 Riverwalk Blvd",2,2,0,0,3,N/A
2781151,"December 17, 2023","South Carolina",Easley,"Apple Hill Rd",0,1,0,0,1,N/A
2781391,"December 17, 2023",Alabama,Gainestown,"Walker Springs Rd and Wooded Acres Rd",0,4,0,0,1,N/A
2781234,"December 17, 2023",Mississippi,Gulfport,"3318 39th Ave",1,1,0,0,1,N/A
2780853,"December 17, 2023",Minnesota,Minneapolis,"4271 Sheridan Ave S",1,0,0,0,1,N/A
2781787,"December 17, 2023",Montana,Bozeman,"417 N 19th Ave",1,0,0,0,1,N/A
2781060,"December 17, 2023",Arizona,Phoenix,"S 7th St and E Southern Ave",0,1,2,0,1,N/A
2782508,"December 17, 2023",Tennessee,Chattanooga,"Sunflower Ln",0,1,0,0,1,N/A
2781418,"December 17, 2023",Kentucky,"Olive Hill","21847 W US Hwy 60",0,1,0,0,1,N/A
2781672,"December 17, 2023",Indiana,Indianapolis,"914 Warren Ave",0,1,0,0,1,N/A
2781611,"December 17, 2023",Kansas,Wichita,"3000 block of S Everett St",0,1,0,0,1,N/A
2783372,"December 16, 2023",Kentucky,Somerset,"800 Hail Knob Rd",0,1,0,0,1,N/A
2782445,"December 16, 2023",Kansas,Salina,"500 block of Moon Dr",0,2,0,0,1,N/A
2780318,"December 16, 2023",Tennessee,Memphis,"302 Mill Ave",0,1,0,0,2,N/A
2780500,"December 16, 2023",Tennessee,Memphis,"4070 Elvis Presley Blvd",0,1,0,0,1,N/A
2780434,"December 16, 2023","District of Columbia",Washington,"1200 block of 44th Pl SE",1,0,0,0,2,N/A
2781537,"December 16, 2023",Ohio,"Jefferson Township","OH-125 and Bradley Dr",0,1,0,0,1,N/A
2811292,"December 16, 2023",Texas,Houston,"13234 Adler Dr",1,0,0,0,1,N/A
2780240,"December 16, 2023",Texas,"League City","2200 Beacon Cir",0,1,0,0,1,N/A
2781319,"December 16, 2023",Georgia,Cordele,"412 W 16th Ave",0,1,0,1,1,N/A
2800824,"December 16, 2023","North Carolina",Williamston,"Melbourne Ave and N MLK Jr Dr",1,1,0,0,3,N/A
2782149,"December 16, 2023",Georgia,Macon,"Kingsview Cir",0,1,0,0,1,N/A
2782127,"December 16, 2023",Missouri,"Glen Allen","State Hwy Y",1,0,0,0,1,N/A
2780328,"December 16, 2023",Michigan,"Battle Creek","400 block of Algonquin St",2,0,0,0,1,N/A
2780139,"December 16, 2023",California,Ventura,"1300 block of Saratoga Ave",0,1,0,0,1,N/A
2780646,"December 16, 2023",Georgia,Dawson,"400 block of NE 14th Ave",1,0,0,0,2,N/A
2780651,"December 16, 2023",Georgia,"Stone Mountain","5629 Wells Cir",1,0,0,0,1,N/A
2780689,"December 16, 2023",Washington,Bellevue,"989 11th Ave NE",0,1,0,0,1,N/A
2782069,"December 16, 2023",Michigan,Burton,"G-4190 E Court St",0,0,0,0,5,N/A
2780402,"December 16, 2023",Minnesota,Minneapolis,"501 E Hennepin Ave",1,0,0,0,1,N/A
